NKT,NKTscore,P,Pscore,Q,Qscore,S,Sscore,W,Wscore,kode_lelang,nama_paket,score,tahun_anggaran
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,41077114,Pengadaan Sistem Inspeksi Navigasi Penerbangan Terintegrasi,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,879595,Rehabilitasi Gedung Kantor DPRK,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2031304,Rehab Total Keramik dan Penambahan MCK di Pendopo Alun-Alun T. Amir Hamzah Stabat,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2293516,Belanja Pupuk-Pupuk Kompos,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2069440,Pengadaan Kursi Auditorium,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2092200,PEMBANGUNAN JALAN LINGKUNGAN RW. 014/DSN. TEKO&#039;AN DESA TANGGUL KULON KECAMATAN TANGGUL,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6907218,BIAYA PENDIDIKAN BAGI ANAK PELAKU UTAMA POLITEKNIK KP DUMAI,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6966044,Pengadaan Makan dan Ekstra Fooding Makan Pendidikan Alih Golongan TA. 2017 pada SPN Polda Jabar.,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,756382,Paket Perlengkapan Keluarga dan Matras,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1948304,"Pembuatan Tembok Penahan Jalan Dusun I, III, IV dan VII sep. 200m Desa Karya Maju Kec. Tanjung Pura",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1972304,Pengaspalan Jalan Dusun IV sep. 500m x 3m Desa Kwala Air Hitam Kec. Selesai,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,33533127,Pengadaan Mesin OutBoard untuk Kapal Dinas Kabupaten,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4412225,Cetak Formulir Dokumen Administrasi Kependudukan dan Cetak Blanko KK,0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2122200,PEMBANGUNAN JALAN LINGKUNGAN DESA SEMPOLAN KEC. SILO,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6999044,PEMBANGUNAN POS JAGA TA 2017,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,33294064,PENGADAAN DAN PEMASANGAN SISTEM SOLAR PANEL BENDUNGAN JATIBARANG,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1669141,Pembangunan Jalan Kadipekso - Cetho,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,838278,Jasa Konsultasi DED Gapura Batas Kota Bengkulu 3 (Tiga ) Lokasi,0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,921320,Jasa Konsultansi Perencanaan - Rehab Gedung Sekretariat Daerah Kab. B/S,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2024059,Belanja Gordyn bangunan RSUD HB,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2619094,Pengadaan Tanah Padas,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2711217,Perencanaan Teknis Pembangunan Jalan dan Peningkatan Jalan Lingkungan Timur 16,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6020034,Jl. Puncak Pesanggrahan RW. 14 &amp; 16 Kel. Cinere,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1924140,"Peningkatan Jalan Karanganyar - Karangmoncol (3,5 - 7,8) (DAK)",0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,85356,Penimbunan Tanah Lahan Kampus,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14088106,Pengadaan Bibit Kelapa Sawit Gampong Paya Laot Kecamatan Setia Bakti Kabupaten Aceh Jaya (126 Ha x 150 Btg),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2043304,Perkerasan Jalan di Dusun III Desa Rumah Galuh sep. 1.000m Kec. Sei Bingai,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2296516,Pengadaan Peralatan Gedung Kesenian,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,3832173,Jasa konsultansi perencanaan kantor dinas kesehatan daerah,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1168444,Pengadaan Bangunan Pengaman Pengamanan Sungai  (Rehabilitasi Dinding Penahan Tebing Jalan Panjak - Seluas Kecamatan Seluas  (Dana Hibah) ),0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,5412036,Perencanaan Pembangunan Asrama Mahasiswa Latimojong di Kota Bogor,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6445081,Pengadaan Bibit Lada (Kab. Konawe Selatan),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7098022,Belanja Modal Alat Matematika Kegiatan Pengadaan Matematika Modern Untuk SMA di Provinsi Kepulauan Riau,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4084212,"Pengadaan Pompa air, alat ukur kadar air biji kakao dan biji kopi, dan alat pembuatan lubang tanam dan rorak di kabupaten rejang lebong dan kepahiang (Fasilitasi Teknis Dukungan Pengembangan Tanaman Tahunan dan Penyegar))",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14116106,Rekonstruksi Tanggul Sungai Lhok Bengkuang Tapaktuan,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,5422036,Pengadaan Ternak Ayam pada Kegiatan Pengembangan Ternak Unggas,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4644260,Belanja Jasa Pembuatan Multimedia,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,583491,Pengadaan Uninterruptible Power Supply System,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1813285,Jl. Kuwon-Tegalsari,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1611628,Pengadaan Meubeleur Guru SMP (Otsus 2017),0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4046212,Lelang Konstruksi Sarana Pendukung Produksi Benih Perkebunan,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2384274,Peningkatan Jalan Lingkungan Desa Pujorahayu Kec. Negeri Katon,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2706386,Consumer selling di taiwan 2017,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2003304,Pengaspalan Jalan Tanjung Merampu sampai Perbatasan Naman Jahe sep. 600m x 4m Desa Naman Jahe Kec. Salapian,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,12041170,Sarana Prasarana Kantor (Penggunaan Saldo) F Syari&#039;ah,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1953304,Pengaspalan Jalan dengan Hotmix Dusun IV Teluk Belida Gg. Sejati sep. 300m x 3m Desa Sungai Ular Kec. Secanggang,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2366318,"Pengadaan Alat Peraga / Praktek SD Bidang Studi : Bahasa Indonesia, IPA dan Matematika.",0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3130496,"Pengadaan Bibit Mangga, Bibit Jambu dan Bibit Lengkeng",0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2076200,PEMBANGUNAN JALAN LINGKUNGAN GANG TK IBADUS SHOLIHIN RT 2-3 RW 5 DESA KARANG SEMANDING KECAMATAN BALUNG,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14054106,Pengadaan Alat-Alat Prasmanan,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2506232,Lanjutan Pembangunan Gedung Serba Guna Desa Kuapan,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,8101039,Belanja Bahan Kimia,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2725217,"Perencanaan Teknis Jalan/Jembatan&amp;#xd;
Kab Lampung Selatan 1",0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3242364,Pengadaan Bibit Aren Genjah Zona I,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1979304,"Pengaspalan Jalan di Lingk. V Sei Dendang sep. 500m x 2,5m Kelurahan Dendang Kec. Stabat",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4642260,Jasa Konsultansi Supervisi Pembangunan Instalasi Pengolahan Air Cikalong,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5229168,Pemeliharaan Jembatan Napal,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1122682,"Belanja Atribut Pakaian Dinas Harian (Ikat Pinggang, Papan Nama, Pin Korpri, Badge Lokasi)",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4117253,Belanja Barang Fisik Lainnya Untuk Diserahkan Kepada Masyarakat/Pemda (Bantuan Sarana Produksi Jengkol),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12058170,Sarana Prasarana Pembelajaran dan Layanan Akademik AUN-QA (Penggunaan Saldo) Fakultas Ekonomi,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,41133114,Pengadaan Aksesoris Box Girder dan I-Girder pada Pembangunan Jalan KA Layang antara Medan-Bandar Khalipah Lintas Medan-Kualanamu (Lelang Tidak Mengikat),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2726217,Peningkatan Jl. Lingk. Beringin Kel. Bumi Agung,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,882595,Pengawasan teknis jalan mesjid - Trienggadeng - Peulandok - Rawasari,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,5239168,Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Dinas Bermotor Perorangan,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3595380,Belanja Barang yang akan diserahkan kepada pihak ketiga/masyarakat (IK.Makanan),0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3356161,Belanja Modal Pengadaan perlengkapan sekolah jenjang Pendidikan Dasar,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1156444,"Peningkatan Ruas Jalan Bare Momol, Kec. Lumar",0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2057200,PEMBANGUNAN JALAN LINGKUNGAN RT 02 RW 12 LINGKUNGAN TEGALREJO KELURAHAN JEMBER LOR KECAMATAN PATRANG,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3286364,Pengawasan Pembangunan Saluran Drainase Jalan Assadiah. Cs Kec. Sangatta Utara (Multy Yers),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,997190,Pekerjaan Renovasi Kantin Budaya Fakultas Ilmu Pengetahuan Budaya Universitas Indonesia,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4115253,Belanja Barang Fisik Lainnya Untuk Diserahkan Kepada Masyarakat/Pemda (Kawasan Mangga),0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4544332,Pengadaan Sarana Produksi Padi,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6653288,Pembangunan Talud Penahan Tanah Desa Waiheru,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2735589,Paket 6 : Normalisasi SP Legok Desa Sukahaji Kec. Patrol,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5234168,Pemeliharaan Jembatan Mangunjaya,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,804540,Peningkatan Jalan Batu Nanta - Belonsat Kec. Belimbing (DAK TAMBAHAN),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,704503,Biaya Konsultansi Perencanaan (Penyusunan Dokumen AMDAL).,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2407274,Peningkatan Jalan Lingkungan Desa Pagar Jaya Kec. Punduh Pedada,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1044431,Pengadaan Bronjong,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4060212,Belanja Barang Modal Fisik Lainnya untuk Diserahkan Kepada Masyarakat/Pemda,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7178198,Fisik Peningkatan Jalan Poros Satu Puskesmas Jonggon B,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,571216,Belanja Modal Peralatan Dan Mesin Berupa Pengadaan Peralatan Musik untuk UKM Universitas Negeri Semarang Tahun Anggaran 2017 (BOPTN),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2728217,Peningkatan Jl. TMP.Kusuma Bangsa-Pengayoman-Polres,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,12684042,Belanja Sampah Medis RSUD Prof. Dr. Margono Soekarjo Purwokerto Tahun Anggaran 2018,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2049304,Survey Ruas Jalan Kabupaten Langkat ( DD 1 ),0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2302060,Pengadaan peralatan menjahit garmen,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6934218,Pemasangan Jaringan Listrik,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1028326,Pembangunan jalan rabat beton jln 9 Unit 2 Rimbo Bujang,0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2708217,Jasa Konsultansi Perencanaan Teknis Rehabilitasi Puskesmas Pembantu,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2321596,Semenisasi dan Drainase Jl. Ahim 10 RT. 07 Kel. Sempaja Barat,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1999200,PEMBANGUNAN JALAN LINGKUNGAN DUSUN KRAJAN KIDUL RT 2 RW 1 DESA CURAH LELE KECAMATAN BALUNG,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6106012,Fasilitasi Perjalanan Ibadah Ke India,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2176105,Pengembangan Kapasitas Personil DC-DRC,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6546025,Pengadaan Peralatan Pendukung Penelitian Pusat Studi BiofarmakaTropika,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1959304,Pembuatan Tembok Penahan Badan Jalan Jurusan Sp. Gohor Lama - Kp. Bingai sep. 350m Kec. Wampu,0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,6026034,Jl. Lingkungan RT. 01 dan 02  RW. 13 Kel. Rangkapan Jaya,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,33650014,Belanja Obat-obatan dan Bahan Medis Habis Pakai,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4573332,Pengadaan Bibit Pala dan Sarana Produksi,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2051304,Perencanaan Teknis Pembuatan Jembatan Rangka Terusan - Kebun Kelapa uk. 150m x 7m Kec. Tanjung Pura,0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,3313181,Perencanaan Pembangunan Taman Air,0.45,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,3594380,Belanja Jasa Konsultasi Kajian Jalan Tol,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5446036,Pengadaan Benih Lada di sul-sel,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7536027,"Pembuatan dan Penggandaan leaflet, buku kebencanaan",0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2663217,Peningkatan Jl. Al - Irsyad dan Jl. Patriot - Kedaton,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6651288,Pembangunan Talud Penahan badan Jalan Desa Tiouw Kec. Saparua,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1135405,PENGADAAN RANMOR RODA 2 POLRES BAUBAU TA. 2017,0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1854200,PEMBANGUNAN JALAN LINGKUNGAN KELURAHAN TEGAL BESAR KEC. KALIWATES,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,33514127,Belanja Bahan Laboratorium (RSU Adhyaksa),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1663249,Peningkatan Jalan Poros Muara Asa - Pepas Asa Kabupaten Kutai Barat,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2705217,Pengawasan Pembangunan Jalan dan Peningkatan Jalan Lingkungan Timur 19,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,803540,Peningkatan Jalan Sungai Silok - Simpang Kedupai Desa Tekaban Kecamatan Belimbing (DAK TAMBAHAN),0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,896271,Pengadaan Kendaraan Roda Empat,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1969304,Pengaspalan Jalan Dusun IV sep. 700m x 3m Desa Alur Gadung Kec. Sawit Seberang,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6960044,Pengepakan dan Pengiriman Peralatan dan Materiil Khusus Multi Purpose Tactical System Polda Jatim,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1962304,Pengaspalan dengan Hotmix Jalan Pasar I Dusun V sep. 700m x 3m Desa Batu Melenggang Kec. Hinai,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,3908097,"Perencanaan Pengembangan Infrastruktur Kawasan Permukiman pada Kawasan Pedesaan Potensial, Desa tertinggal dan Pulau Kecil",0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1712322,Pengadaan Jembatan Timbang di TPA Handel Palinget (ABT),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3315181,Pengadaan Peralatan Utama Ruang Praktek Siswa (RPS) SMKN 1 Banua Lawas,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,765621,Pekerjaan Konstruksi Pemeliharaan Jalan Kabupaten APBDP Paket I,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1891200,PEMBANGUNAN JALAN LINGKUNGAN RT 001 RW 001 DESA SUKOREJO KECAMATAN BANGSALSARI,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2083440,Lanjutan Peningkatan Jalan Lingkar Terminal,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2493232,"Jalan Giam, Jl. Seingon 7, Jalan Surya Daya Dan Jl. Depan SMP Desa Pandau Jaya, Aspal 0,6 Km",0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3272364,Peningkatan Jalan Ngayau - Senambah Malupan,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2667129,Pengadaan Rapot SMP,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3291070,Pengadaan Ternak Unggas ( Ayam Buras dan Itik),0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1666501,Pengadaan barang yang akan diserahkan kepada masyarakat (bibit alpukat dan bibit durian),0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4114253,Rehabilitasi Jalan Puncak Sawiah,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2396274,Peningkatan Ruas Jalan Ponco Kresno - Tri Rahayu Kec. Negeri Katon,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6028034,"Jl. Lingkungan RW.  03, RW.04, RW.05 Kel. Cisalak",0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1456517,Pembangunan Jalan Desa Alue Buloh - Matang Rayeuk Kec. Simpang Ulim,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2712217,Pemeliharaan Ruas Jalan Sidomakmur-Sidoharjo,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,14081106,Pengadaan Peralatan Usaha Warung Kopi dan Rumah Makan untuk UMKM di Kabupaten/Kota,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1995304,"Pengaspalan Jalan dengan Hotmix sep. 700m x 3,5m Desa Sei Siur Kec. Pangkalan Susu",0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7731027,Pengadaan Laptop kegiatan Fasilitasi ULP dengan Pihak Terkait Pengadaan Barang/Jasa,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6977044,PAKET IV ; REHAB FLAT TARUNA BLOK E DAN I TH 2017,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,970273,-     Pengadaan Peralatan Manekin Plastinasi FK,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1241412,Pembuatan Pentas Gedung SBBK,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3061243,Pencanangan Gerakan Nasional Komunitas Desa Dalam Rangka Pelaksanaan UU DESA,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3068243,"Bantuan Bahan dan Peralatan Peningkatan Hasil Produksi Komoditas Prudal di Kabupaten Parigi Moutong, Kabupaten Seruyan, dan Kabupaten Tojo Una Una",0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,428519,Jasa Konstruksi Renovasi Stadion Kabupaten Bondowoso,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1442517,Belanja Sewa Proyektor,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,41069114,PEMBINAAN DISIPLIN DAN PEMBENTUKAN JIWA KORSA PEGAWAI DITJEN HUBLA,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2699386,Sales mission Asian Games di Tiongkok 2017,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4359237,Belanja Transport Peserta Ritual Protestan (Ziarah Lokal),0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,33687014,Pengadaan Saprotan Produksi benih sebar kentang,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2288290,PENGADAAN  BELANJA BAHAN OBAT  - OBATAN,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6652288,Pembangunan Talud Penahan Tanah Gunung Nona,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1249412,Pembangunan Jembatan di Desa Bunut Kecamatan Torgamba (Tahap II),0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,18568047,Peralatan Non E-catalog,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,41085114,"Pengadaan Wesel R.54 Sudut 1:10, sudut 1:12 dan scissor crossing Antara Kroya - Kutoarjo (Multiyears 2017 - 2019)",0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2065200,PEMBANGUNAN JALAN LINGKUNGAN RT 01 RW 15 DUSUN RANGGI DESA GARAHAN KECAMATAN SILO,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7087022,Peralatan dan Mesin (Dihibahkan)(Peralatan Puskesmas Kab. Bintan),0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,764604,Belanja Barang untuk Diserahkan Kepada Pihak Ketiga,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1150444,Peningkatan Jalan Lingkungan Kampung Aping Kase Ds. Pasti Jaya Kec. Samalantan,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1943304,Pemeliharaan Jalan Karantina - Pekubuan Kec. Tanjung Pura,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6540025,Pengadaan Mebeulair Fasilitas Perkantoran,0.25,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1962200,PEMBANGUNAN JALAN LINGKUNGAN DUSUN KARANG PAKEM RT 27 DESA CURAH LELE KECAMATAN BALUNG,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2372274,Rehab Balai Adat Negeri Sakti,0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2733217,Pembuatan Animasi 3D Jalan Pesisir Kalianda,0.45,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,8122039,Belanja Plakat/Pigura/Frame/Songket,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7740252,Pengadaan Stiker Kedatangan,0.4,2017
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,3391361,Penyusunan DED Mesjid Raya Kabupaten Pulau Morotai,0.45,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,12103170,Pengadaan dan Pemasangan Mesin Pendingin Udara (Air Conditioner) Asrama Haji Transit,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,8106039,Pekerjaan Fisik Pembangunan Masjid Raya Sultan Iskandar Muda,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2677386,Consumer Selling Kerjasama Inkind dengan Helloworld 2017,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2315065,Pengadaan Perangkat Pengolah Data dan Komunikasi,0.4,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2911098,Pengadaan Bak Kontainer,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4102253,Rehabilitasi Jalan Akses Sidamukti - Pertigaan,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,41061114,Paket Outbond Pembinaan Disiplin dan Jiwa Korsa Direktorat Kepelabuhanan,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7728027,Pengadaan sarana Usaha Kepada Koperasi dan Usaha Kecil di Kabupaten Serdang Bedagai,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1130405,Pembuatan Jalan (Rabat Beton) Kelurahan Liwuto,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1778418,Pengadaan Gerobak Dorong Sampah,0.25,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,523275,Pengadaan Lisensi Sistem Pendukung Pengembangan Pemetaan Statistik,0.25,2017
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,841096,Belanja Modal Peralatan dan Mesin - Pengadaan Meubiler,0.4,2017
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2263516,Peningkatan  Jalan Munte   Parimbalang Kec. Munte,0.25,2017
